10,39,107,45,35,77,35
10,47,106,47,39,79,47
10,32,116,35,25,77,37
10,36,115,40,31,78,39
10,36,110,42,25,79,43
10,31,114,42,31,79,33
10,36,115,38,30,78,48
10,34,111,41,35,79,33
10,36,111,39,26,79,42
10,42,104,49,36,77,46
20,70,217,84,61,157,73
20,73,230,75,60,155,86
20,68,233,69,52,153,70
20,85,215,88,69,156,85
20,68,225,76,52,156,82
20,77,228,82,69,157,83
20,73,229,76,58,157,76
20,88,216,89,69,153,69
20,81,222,80,61,153,71
20,76,223,84,59,153,77
30,107,350,117,105,232,121
30,116,337,120,90,229,120
30,116,334,127,103,234,105
30,103,354,106,76,233,126
30,132,327,125,96,232,120
30,101,343,111,86,229,94
30,113,340,117,95,238,115
30,123,336,126,109,234,133
30,130,320,128,92,236,128
30,118,336,124,102,229,122
40,161,439,170,122,304,164
40,152,454,164,138,312,160
40,141,463,149,113,315,157
40,145,462,149,112,305,166
40,160,443,161,113,311,157
40,155,443,161,117,311,169
40,154,447,161,119,310,159
40,137,459,158,122,309,158
40,168,444,171,144,316,150
40,141,464,152,121,309,167
50,179,575,193,158,387,208
50,213,544,214,170,389,190
50,205,551,217,177,391,203
50,185,567,201,169,391,213
50,186,566,193,139,390,195
50,183,577,194,151,388,201
50,230,522,226,168,388,204
50,223,538,220,164,384,206
50,204,543,218,164,385,186
50,206,547,218,178,389,200
60,205,698,229,173,464,229
60,235,652,258,199,474,237
60,222,682,236,181,464,255
60,200,699,225,174,461,236
60,233,662,250,181,465,249
60,228,666,259,206,468,246
60,227,677,234,170,466,242
60,230,689,239,196,466,234
60,239,669,256,212,467,222
60,218,682,235,177,464,229
70,272,778,295,235,548,297
70,253,798,281,232,549,264
70,256,802,278,219,546,279
70,271,774,293,229,535,285
70,261,790,275,198,545,272
70,272,775,296,234,544,268
70,281,782,285,219,536,273
70,287,754,303,222,540,272
70,299,769,291,220,546,286
70,264,788,283,221,537,285
80,283,929,300,230,620,328
80,308,884,333,247,615,313
80,317,894,316,226,620,306
80,332,871,345,269,611,315
80,298,913,319,251,616,323
80,295,913,320,248,623,288
80,332,865,342,254,619,328
80,305,896,327,253,620,301
80,320,886,333,264,629,318
80,300,905,330,271,612,333
90,319,1050,336,272,699,328
90,357,1005,358,268,700,348
90,381,964,394,296,695,362
90,365,995,380,296,699,350
90,356,1015,363,296,692,364
90,325,1025,353,278,689,336
90,329,1031,341,262,699,356
90,339,990,367,276,697,348
90,337,1004,371,287,698,355
90,357,1011,358,271,704,351
100,354,1152,383,298,783,416
100,387,1116,412,309,766,385
100,371,1128,392,302,776,394
100,356,1138,395,302,775,402
100,373,1136,394,307,776,393
100,375,1128,398,313,780,383
100,369,1148,379,300,777,422
100,399,1105,405,303,773,409
100,389,1123,403,315,774,399
100,400,1096,414,296,781,388
110,430,1219,448,327,858,437
110,429,1207,467,346,852,436
110,421,1236,447,346,861,430
110,421,1237,440,341,853,443
110,413,1248,432,329,857,441
110,435,1218,459,353,850,409
110,414,1236,432,320,861,446
110,448,1204,459,360,844,474
110,439,1204,457,345,855,473
110,433,1226,448,344,857,438
120,457,1346,491,386,926,476
120,467,1349,489,378,914,458
120,438,1360,475,373,933,487
120,456,1344,490,377,925,471
120,468,1339,490,370,940,504
120,456,1352,488,394,928,482
120,465,1347,486,381,925,491
120,460,1358,476,383,940,491
120,472,1342,487,367,934,465
120,452,1360,478,381,920,485
130,494,1460,500,353,1010,527
130,510,1459,533,409,1021,509
130,483,1477,509,388,1009,500
130,511,1435,538,396,1003,498
130,517,1450,524,403,1012,515
130,489,1480,505,393,1017,509
130,495,1445,529,386,1012,520
130,523,1447,515,384,1005,542
130,486,1460,523,393,990,539
130,476,1461,517,397,1020,513
140,544,1553,583,450,1085,592
140,527,1579,558,433,1079,577
140,519,1606,554,436,1087,558
140,536,1569,574,454,1086,560
140,531,1576,548,405,1078,537
140,553,1561,580,458,1085,576
140,525,1579,566,446,1091,568
140,536,1555,577,447,1088,559
140,555,1565,566,434,1084,524
140,543,1568,567,427,1080,561
150,558,1713,579,446,1155,580
150,626,1625,642,489,1160,571
150,590,1679,615,485,1166,617
150,574,1684,610,462,1162,584
150,604,1665,622,495,1162,575
150,587,1670,620,472,1164,576
150,596,1646,621,465,1161,613
150,604,1654,630,494,1178,614
150,571,1680,621,481,1161,585
150,544,1710,583,442,1160,584
160,636,1766,669,503,1232,665
160,628,1792,648,507,1242,671
160,603,1808,645,517,1243,655
160,652,1756,678,525,1235,677
160,578,1826,623,477,1233,635
160,590,1814,623,479,1240,625
160,632,1808,648,518,1241,628
160,576,1815,630,469,1239,665
160,619,1796,646,486,1238,654
160,672,1735,696,533,1238,625
170,683,1881,695,526,1313,660
170,657,1883,701,538,1308,692
170,671,1864,725,541,1313,683
170,649,1904,687,520,1315,688
170,667,1899,700,553,1317,685
170,658,1893,702,541,1337,709
170,660,1912,672,513,1310,689
170,634,1926,684,537,1319,703
170,667,1875,692,515,1320,677
170,647,1920,693,550,1327,670
180,703,2019,727,547,1401,713
180,702,2012,725,544,1397,730
180,658,2046,699,532,1399,750
180,678,2025,740,572,1393,744
180,618,2089,679,531,1397,727
180,705,1995,752,570,1399,738
180,700,2012,731,554,1402,740
180,686,2009,734,563,1400,713
180,692,2003,736,557,1391,715
180,694,2018,711,535,1384,709
190,733,2115,783,603,1479,753
190,772,2096,770,578,1465,724
190,711,2124,771,578,1472,770
190,743,2125,776,609,1475,745
190,762,2088,806,619,1474,765
190,734,2127,760,562,1466,756
190,755,2115,779,604,1464,772
190,736,2125,764,582,1473,782
190,697,2158,759,592,1474,782
190,757,2115,777,615,1454,777
200,739,2282,773,591,1554,829
200,763,2263,797,630,1558,782
200,800,2201,853,649,1554,783
200,727,2263,797,613,1551,833
200,829,2187,842,641,1556,813
200,725,2303,756,574,1556,840
200,767,2264,780,599,1545,783
200,792,2223,845,653,1539,783
200,796,2214,828,616,1551,802
200,768,2237,804,612,1555,762
210,781,2364,836,637,1633,831
210,837,2355,855,671,1622,819
210,824,2351,847,654,1627,834
210,784,2368,839,638,1632,834
210,828,2325,866,674,1621,856
210,854,2312,871,678,1621,830
210,787,2372,850,643,1634,865
210,840,2320,878,673,1632,859
210,834,2333,869,668,1630,850
210,833,2322,876,651,1637,863
220,828,2476,877,664,1697,840
220,862,2471,873,665,1708,869
220,878,2454,905,700,1712,876
220,833,2459,895,665,1704,863
220,811,2518,850,662,1701,894
220,861,2446,907,688,1696,894
220,829,2483,880,662,1702,866
220,815,2508,871,674,1705,870
220,835,2477,879,669,1701,841
220,783,2495,871,650,1697,918
230,842,2616,910,720,1795,932
230,837,2644,898,733,1787,881
230,878,2599,911,697,1776,947
230,886,2553,937,709,1787,921
230,904,2546,929,712,1772,886
230,921,2550,953,713,1775,919
230,895,2557,958,728,1794,900
230,871,2580,927,711,1780,905
230,932,2557,946,722,1776,950
230,889,2564,940,720,1795,930
240,928,2715,949,741,1855,953
240,908,2694,969,744,1861,974
240,954,2672,994,759,1859,971
240,904,2734,957,758,1852,932
240,923,2702,965,740,1867,952
240,911,2715,952,734,1864,966
240,928,2684,963,736,1857,990
240,890,2726,942,724,1855,976
240,924,2667,988,743,1868,967
240,953,2687,957,716,1862,1000
250,978,2788,1020,781,1940,993
250,986,2778,1041,810,1941,1006
250,979,2784,1015,768,1945,1000
250,959,2789,1035,786,1930,1018
250,993,2771,1042,816,1936,1000
250,961,2802,1019,782,1940,1002
250,975,2783,1028,786,1938,992
250,932,2795,1023,793,1948,977
250,917,2847,979,760,1939,976
250,946,2808,1016,792,1938,1020
260,1011,2915,1064,830,2018,1014
260,1033,2872,1081,819,2017,1065
260,967,2953,1031,788,2021,1038
260,979,2936,1023,792,2012,1038
260,1026,2881,1070,798,2023,1034
260,1000,2907,1056,816,2022,1050
260,1016,2904,1056,808,2015,1066
260,999,2918,1054,811,2005,1067
260,1037,2867,1100,836,2017,1070
260,1006,2896,1059,814,2014,1078
270,1051,3013,1113,856,2089,1094
270,1042,3037,1105,849,2089,1113
270,1004,3030,1103,855,2115,1131
270,1078,2991,1121,871,2104,1095
270,1079,2994,1103,834,2089,1122
270,1003,3052,1064,812,2089,1080
270,1070,2962,1153,889,2099,1133
270,991,3060,1059,801,2097,1067
270,1092,2964,1132,852,2091,1066
270,1029,3032,1076,807,2091,1093
280,1077,3127,1127,856,2162,1120
280,1085,3170,1114,897,2171,1103
280,1061,3146,1137,891,2164,1091
280,1084,3131,1142,885,2165,1131
280,1097,3140,1137,868,2166,1112
280,1070,3120,1145,861,2160,1071
280,1105,3127,1146,894,2187,1198
280,1102,3128,1130,851,2174,1121
280,1061,3138,1130,859,2186,1137
280,1076,3122,1126,856,2167,1152
290,1124,3233,1171,880,2252,1172
290,1129,3213,1185,904,2258,1140
290,1103,3256,1169,888,2256,1152
290,1122,3262,1186,937,2252,1155
290,1138,3236,1179,906,2250,1172
290,1146,3224,1190,917,2243,1151
290,1132,3225,1185,899,2252,1149
290,1110,3225,1196,915,2249,1125
290,1102,3251,1179,933,2242,1171
290,1111,3250,1188,921,2240,1133
300,1143,3369,1218,950,2317,1206
300,1178,3341,1214,899,2328,1195
300,1137,3391,1200,926,2318,1162
300,1157,3366,1216,937,2318,1181
300,1116,3408,1181,900,2336,1186
300,1236,3287,1244,932,2334,1192
300,1185,3322,1247,959,2334,1235
300,1172,3314,1230,920,2319,1158
300,1112,3391,1208,932,2331,1172
300,1115,3402,1182,918,2330,1184
310,1233,3424,1289,998,2391,1264
310,1120,3514,1219,908,2422,1254
310,1190,3489,1241,956,2373,1220
310,1178,3474,1252,950,2402,1202
310,1168,3489,1240,954,2397,1248
310,1163,3509,1243,966,2405,1266
310,1201,3471,1253,951,2392,1215
310,1163,3486,1241,950,2398,1238
310,1159,3494,1227,923,2382,1221
310,1172,3488,1244,960,2390,1244
320,1186,3647,1253,967,2472,1271
320,1230,3556,1315,1023,2484,1253
320,1244,3572,1306,1001,2488,1315
320,1225,3601,1284,1003,2475,1239
320,1207,3600,1274,973,2480,1267
320,1244,3603,1299,1031,2478,1241
320,1219,3563,1303,963,2492,1295
320,1236,3599,1319,1038,2476,1250
320,1233,3584,1297,997,2479,1285
320,1248,3549,1303,985,2489,1271
330,1299,3669,1345,1018,2553,1302
330,1277,3697,1343,1039,2566,1307
330,1242,3707,1331,1002,2542,1312
330,1337,3623,1390,1063,2562,1335
330,1203,3773,1281,989,2565,1359
330,1313,3636,1399,1080,2550,1320
330,1284,3688,1338,1024,2552,1360
330,1294,3682,1329,1014,2546,1298
330,1322,3638,1368,1059,2546,1231
330,1230,3742,1298,995,2537,1277
340,1298,3825,1374,1043,2628,1351
340,1330,3792,1383,1066,2637,1320
340,1283,3832,1339,997,2633,1331
340,1275,3834,1337,1018,2643,1366
340,1338,3796,1393,1081,2641,1349
340,1355,3766,1402,1055,2632,1383
340,1312,3798,1374,1040,2642,1336
340,1321,3818,1363,1046,2631,1376
